"NCM"|"EX"|"DESCRIÇÃO"|"AL_IPI"|"CST_IPI_ENTRADA"|"CST_IPI_SAÍDA"|"CST_PIS_COFINS_ENTRADA"|"CST_PIS_COFINS_SAÍDA"|"CÓDIGO_JUSTIFICATIVA_ENQUADRAMENTO_PIS_COFINS"
"42023100"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Artigos do tipo dos normalmente levados nos bolsos ou em bolsas - Com a superfície exterior de couro natural ou reconstituído, ou de couro envernizado"|10|"00"|"50"|""|""|""
"42023200"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Artigos do tipo dos normalmente levados nos bolsos ou em bolsas - Com a superfície exterior de folhas de plásticos ou de matérias têxteis"|10|"00"|"50"|""|""|""
"42023900"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Artigos do tipo dos normalmente levados nos bolsos ou em bolsas - Outros"|10|"00"|"50"|""|""|""
"42029100"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Outros - Com a superfície exterior de couro natural ou reconstituído, ou de couro envernizado"|10|"00"|"50"|""|""|""
"42029200"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Outros - Com a superfície exterior de folhas de plásticos ou de matérias têxteis"|10|"00"|"50"|""|""|""
"42029900"|""|"Baús para viagem, malas e maletas, incluídas as de toucador e as maletas e pastas de documentos e para estudantes, os estojos para óculos, binóculos, máquinas fotográficas e de filmar, instrumentos musicais, ou armas e artefatos semelhantes; sacos de viagem, sacos isolantes para gêneros alimentícios e bebidas, bolsas de toucador, mochilas, bolsas, sacolas, carteiras, porta-moedas, porta-cartões, cigarreiras, tabaqueiras, estojos para ferramentas, bolsas e sacos para artigos esportivos, estojos para frascos ou garrafas, estojos para jóias, caixas para pó-de-arroz, estojos para ourivesaria e artefatos semelhantes, de couro natural ou reconstituído, de folhas de plásticos, de matérias têxteis, de fibra vulcanizada ou de cartão, ou recobertos, no todo ou na maior parte, dessas mesmas matérias ou de papel - Outros - Outros"|10|"00"|"50"|""|""|""
"42031000"|""|"Vestuário e seus acessórios, de couro natural ou reconstituído - Vestuário"|10|"00"|"50"|""|""|""
"42032100"|""|"Vestuário e seus acessórios, de couro natural ou reconstituído - Luvas, mitenes e semelhantes - Especialmente concebidas para a prática de esportes"|10|"00"|"50"|""|""|""
"42032900"|""|"Vestuário e seus acessórios, de couro natural ou reconstituído - Luvas, mitenes e semelhantes - Outras"|10|"00"|"50"|""|""|""
"42032900"|"01"|"Vestuário e seus acessórios, de couro natural ou reconstituído - Luvas, mitenes e semelhantes - De proteção, para trabalho manual"|0|"01"|"51"|""|""|""
"42033000"|""|"Vestuário e seus acessórios, de couro natural ou reconstituído - Cintos, cinturões e bandoleiras ou talabartes"|10|"00"|"50"|""|""|""
"42034000"|""|"Vestuário e seus acessórios, de couro natural ou reconstituído - Outros acessórios de vestuário"|10|"00"|"50"|""|""|""
"42050000"|""|"Outras obras de couro natural ou reconstituído"|10|"00"|"50"|""|""|""
"42060000"|""|"Obras de tripa, de “baudruches”, de bexiga ou de tendões"|10|"00"|"50"|""|""|""
"42060000"|"01"|"Cordas de tripa"|0|"01"|"51"|""|""|""
"43011000"|""|"Peleteria (peles com pêlo) em bruto (incluídas as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 41.01, 41.02 ou 41.03 - De “vison”, inteira, mesmo sem cabeça, cauda ou patas"|-1|"03"|"53"|""|""|""
"43013000"|""|"Peleteria (peles com pêlo) em bruto (incluídas as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 41.01, 41.02 ou 41.03 - De cordeiros denominados astracã, “breitschwanz”, caracul, “persianer” ou semelhantes, de cordeiros da Índia, da China, da Mongólia ou do Tibete, inteira, mesmo sem cabeça, cauda ou patas"|-1|"03"|"53"|""|""|""
"43016000"|""|"Peleteria (peles com pêlo) em bruto (incluídas as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 41.01, 41.02 ou 41.03 - De raposa, inteira, mesmo sem cabeça, cauda ou patas"|-1|"03"|"53"|""|""|""
"43018000"|""|"Peleteria (peles com pêlo) em bruto (incluídas as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 41.01, 41.02 ou 41.03 - De outros animais, inteira, mesmo sem cabeça, cauda ou patas"|-1|"03"|"53"|""|""|""
"43019000"|""|"Peleteria (peles com pêlo) em bruto (incluídas as cabeças, caudas, patas e outras partes utilizáveis na indústria de peles), exceto as peles em bruto das posições 41.01, 41.02 ou 41.03 - Cabeças, caudas, patas e outras partes utilizáveis na indústria de peles"|-1|"03"|"53"|""|""|""
"43021100"|""|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Peleteria (peles com pêlo) inteira, mesmo sem cabeça, cauda ou patas, não reunida (não montada) - De “vison”"|60|"00"|"50"|""|""|""
"43021910"|""|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Peleteria (peles com pêlo) inteira, mesmo sem cabeça, cauda ou patas, não reunida (não montada) - Outras - De ovinos"|10|"00"|"50"|""|""|""
"43021990"|""|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Peleteria (peles com pêlo) inteira, mesmo sem cabeça, cauda ou patas, não reunida (não montada) - Outras - Outras"|10|"00"|"50"|""|""|""
"43022000"|""|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Cabeças, caudas, patas e outras partes, desperdícios e aparas, não reunidos (não montados)"|60|"00"|"50"|""|""|""
"43022000"|"01"|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Cabeças, caudas, patas e outras partes, desperdícios e aparas, de coelho ou de lebre"|10|"00"|"50"|""|""|""
"43022000"|"02"|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Cabeças, caudas, patas e outras partes, desperdícios e aparas, de bovino, de ovino ou de caprino"|10|"00"|"50"|""|""|""
"43023000"|""|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Peleteria (peles com pêlo) inteira e respectivos pedaços e aparas, reunidos (montados)"|60|"00"|"50"|""|""|""
"43023000"|"01"|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - De bovino, ovino, caprino, coelho ou de lebre"|10|"00"|"50"|""|""|""
"43023000"|"02"|"Peleteria (peles com pêlo) curtida ou acabada (incluídas as cabeças, caudas, patas e outras partes, desperdícios e aparas), não reunida (não montada) ou reunida (montada) sem adição de outras matérias, com exceção das da posição 43.03 - Peles “alongadas”, exceto de bovino, ovino, caprino, coelho ou de lebre"|40|"00"|"50"|""|""|""
"43031000"|""|"Vestuário, seus acessórios e outros artefatos de peleteria (peles com pêlo) - Vestuário e seus acessórios"|40|"00"|"50"|""|""|""
"43031000"|"01"|"Vestuário, seus acessórios e outros artefatos de peleteria (peles com pêlo) - De bovino, ovino, caprino, coelho ou de lebre"|10|"00"|"50"|""|""|""
"43039000"|""|"Vestuário, seus acessórios e outros artefatos de peleteria (peles com pêlo) - Outros"|40|"00"|"50"|""|""|""
"43039000"|"01"|"Vestuário, seus acessórios e outros artefatos de peleteria (peles com pêlo) - De bovino, ovino, caprino, coelho ou de lebre"|10|"00"|"50"|""|""|""
"43040000"|""|"Peleteria (peles com pêlo) artificial, e suas obras"|10|"00"|"50"|""|""|""
"44011000"|""|"Lenha em qualquer estado; madeira em estilhas ou em partículas; serragem, desperdícios e resíduos, de madeira, mesmo aglomerados em bolas, briquetes, “pellets” ou em formas semelhantes - Lenha em qualquer estado"|-1|"03"|"53"|""|""|""
"44012100"|""|"Lenha em qualquer estado; madeira em estilhas ou em partículas; serragem, desperdícios e resíduos, de madeira, mesmo aglomerados em bolas, briquetes, “pellets” ou em formas semelhantes - Madeira em estilhas ou em partículas - De coníferas"|0|"01"|"51"|""|""|""
"44012200"|""|"Lenha em qualquer estado; madeira em estilhas ou em partículas; serragem, desperdícios e resíduos, de madeira, mesmo aglomerados em bolas, briquetes, “pellets” ou em formas semelhantes - Madeira em estilhas ou em partículas - De não coníferas"|0|"01"|"51"|""|""|""
"44013000"|""|"Lenha em qualquer estado; madeira em estilhas ou em partículas; serragem, desperdícios e resíduos, de madeira, mesmo aglomerados em bolas, briquetes, “pellets” ou em formas semelhantes - Serragem, desperdícios e resíduos, de madeira, mesmo aglomerados em bolas, briquetes, “pellets” ou em formas semelhantes"|-1|"03"|"53"|""|""|""
"44021000"|""|"Carvão vegetal (incluído o carvão de cascas ou de caroços), mesmo aglomerado - De bambu"|-1|"03"|"53"|""|""|""
"44029000"|""|"Carvão vegetal (incluído o carvão de cascas ou de caroços), mesmo aglomerado - Outros"|-1|"03"|"53"|""|""|""
"44031000"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Tratada com tinta, creosoto ou com outros agentes de conservação"|-1|"03"|"53"|""|""|""
"44031000"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Esquadriada"|0|"01"|"51"|""|""|""
"44032000"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras, de coníferas"|-1|"03"|"53"|""|""|""
"44032000"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Esquadriadas"|0|"01"|"51"|""|""|""
"44034100"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras, de madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Dark Red Meranti, Light Red Meranti e Meranti Bakau"|-1|"03"|"53"|""|""|""
"44034100"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras, de madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Esquadriadas"|0|"01"|"51"|""|""|""
"44034900"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras, de madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras"|-1|"03"|"53"|""|""|""
"44034900"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras, de madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Esquadriadas"|0|"01"|"51"|""|""|""
"44039100"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - De carvalho (Quercus spp.)"|-1|"03"|"53"|""|""|""
"44039100"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - Esquadriada"|0|"01"|"51"|""|""|""
"44039200"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - De faia (Fagus spp.)"|-1|"03"|"53"|""|""|""
"44039200"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - Esquadriada"|0|"01"|"51"|""|""|""
"44039900"|""|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - Outras"|-1|"03"|"53"|""|""|""
"44039900"|"01"|"Madeira em bruto, mesmo descascada, desalburnada ou esquadriada - Outras - Esquadriadas"|0|"01"|"51"|""|""|""
"44041000"|""|"Arcos de madeira; estacas fendidas; estacas aguçadas, não serradas longitudinalmente; madeira simplesmente desbastada ou arredondada, não torneada, não recurvada nem trabalhada de qualquer outro modo, para fabricação de bengalas, guarda-chuvas, cabos de ferramentas e semelhantes; madeira em fasquias, lâminas, fitas e semelhantes - De coníferas"|0|"01"|"51"|""|""|""
"44042000"|""|"Arcos de madeira; estacas fendidas; estacas aguçadas, não serradas longitudinalmente; madeira simplesmente desbastada ou arredondada, não torneada, não recurvada nem trabalhada de qualquer outro modo, para fabricação de bengalas, guarda-chuvas, cabos de ferramentas e semelhantes; madeira em fasquias, lâminas, fitas e semelhantes - De não coníferas"|0|"01"|"51"|""|""|""
"44050000"|""|"Lã de madeira; farinha de madeira"|-1|"03"|"53"|""|""|""
"44061000"|""|"Dormentes de madeira para vias férreas ou semelhantes - Não impregnados"|-1|"03"|"53"|""|""|""
"44069000"|""|"Dormentes de madeira para vias férreas ou semelhantes - Outros"|-1|"03"|"53"|""|""|""
"44071000"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De coníferas"|0|"01"|"51"|""|""|""
"44072100"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Mogno (Swietenia spp.)"|0|"01"|"51"|""|""|""
"44072200"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Virola, Imbuia e Balsa"|0|"01"|"51"|""|""|""
"44072500"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Dark Red Meranti, Light Red Meranti e Meranti Bakau"|0|"01"|"51"|""|""|""
"44072600"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - White Lauan, White Meranti, White Seraya, Yellow Meranti e Alan"|0|"01"|"51"|""|""|""
"44072700"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Sapelli"|0|"01"|"51"|""|""|""
"44072800"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Iroco"|0|"01"|"51"|""|""|""
"44072910"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - De cedro"|0|"01"|"51"|""|""|""
"44072920"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - De ipê"|0|"01"|"51"|""|""|""
"44072930"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - De pau-marfim"|0|"01"|"51"|""|""|""
"44072940"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - De louro"|0|"01"|"51"|""|""|""
"44072990"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - Outras"|0|"01"|"51"|""|""|""
"44079100"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - De carvalho (Quercus spp.)"|0|"01"|"51"|""|""|""
"44079200"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - De faia (Fagus spp.)"|0|"01"|"51"|""|""|""
"44079300"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - De ácer (Acer spp.)"|0|"01"|"51"|""|""|""
"44079400"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - De cerejeira (Prunus spp.)"|0|"01"|"51"|""|""|""
"44079500"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - De freixo (Fraxinus spp.)"|0|"01"|"51"|""|""|""
"44079910"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De canafístula (Pelthophorum vogelianum)"|0|"01"|"51"|""|""|""
"44079920"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De peroba (Paratecoma peroba)"|0|"01"|"51"|""|""|""
"44079930"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De guaiuvira (Patagonula americana)"|0|"01"|"51"|""|""|""
"44079940"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De cabreúva Parda (Myrocarpus spp.)"|0|"01"|"51"|""|""|""
"44079950"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De urundei (Astronium balansae)"|0|"01"|"51"|""|""|""
"44079960"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De amendoim (Pterogyne nitens)"|0|"01"|"51"|""|""|""
"44079970"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - De angico preto (Piptadenia macrocarpa)"|0|"01"|"51"|""|""|""
"44079990"|""|"Madeira serrada ou fendida longitudinalmente, cortada transversalmente ou desenrolada, mesmo aplainada, polida ou unida pelas extremidades, de espessura superior a 6 mm - Outras - Outras - Outras"|0|"01"|"51"|""|""|""
"44081010"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De coníferas - Obtidas por corte de madeira estratificada"|10|"00"|"50"|""|""|""
"44081091"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De coníferas - Outras - De pinho brasil (Araucaria angustifolia)"|5|"00"|"50"|""|""|""
"44081099"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De coníferas - Outras - Outras"|5|"00"|"50"|""|""|""
"44083110"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Dark Red Meranti, Light Red Meranti e Meranti Bakau - Obtidas por corte de madeira estratificada"|10|"00"|"50"|""|""|""
"44083190"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Dark Red Meranti, Light Red Meranti e Meranti Bakau - Outras"|5|"00"|"50"|""|""|""
"44083910"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - Obtidas por corte de madeira estratificada"|10|"00"|"50"|""|""|""
"44083991"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - Outras - De cedro"|5|"00"|"50"|""|""|""
"44083992"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - Outras - De pau-marfim"|5|"00"|"50"|""|""|""
"44083999"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - De madeiras tropicais mencionadas na Nota 1 de Subposições do presente Capítulo - Outras - Outras - Outras"|5|"00"|"50"|""|""|""
"44089010"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - Outras - Obtidas por corte de madeira estratificada"|10|"00"|"50"|""|""|""
"44089090"|""|"Folhas para folheados (incluídas as obtidas por corte de madeira estratificada), folhas para compensados (contraplacados) ou para madeiras estratificadas semelhantes e outras madeiras, serradas longitudinalmente, cortadas transversalmente ou desenroladas, mesmo aplainadas, polidas, unidas pelas bordas ou pelas extremidades, de espessura não superior a 6 mm - Outras - Outras"|5|"00"|"50"|""|""|""
"44091000"|""|"Madeira (incluídos os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, polida ou unida pelas extremidades - De coníferas"|10|"00"|"50"|""|""|""
